id,MVEorVD_first_5,MVEorVD_first_5_l,MVEorVD_first_5_u,MVEorVD_first_10,MVEorVD_first_10_l,MVEorVD_first_10_u,MVEorVD_first_all,MVEorVD_first_all_l,MVEorVD_first_all_u,RRT_first_5,RRT_first_5_l,RRT_first_5_u,RRT_first_10,RRT_first_10_l,RRT_first_10_u,RRT_first_all,RRT_first_all_l,RRT_first_all_u,VD_5,VD_5_l,VD_5_u,VD_10,VD_10_l,VD_10_u,VD_all,VD_all_l,VD_all_u,D_5,D_5_l,D_5_u,D_10,D_10_l,D_10_u,D_all,D_all_l,D_all_u,LY,LY_l,LY_u,QALY,QALY_l,QALY_u,cost_hosp,cost_hosp_l,cost_hosp_u,cost_tx,cost_tx_l,cost_tx_u
all,0.183203606,0.157844144,0.207408862,0.279927616,0.244471263,0.311012816,0.405784814,0.342373588,0.497017024,0.409176441,0.365196543,0.447245604,0.643109236,0.601513655,0.679179539,0.883839891,0.833275052,0.926565644,0.056786975,0.041833173,0.075931292,0.117561238,0.088064035,0.151345129,0.291591187,0.222590407,0.36043596,0.204646684,0.192127785,0.221497326,0.414510172,0.395905937,0.435614753,0.90683559,0.89855326,0.915958011,13.76740847,13.40216972,14.13051997,10.88328162,10.57132076,11.180623,91734.93435,86054.74059,97937.15108,0,0,0
