id,MVEorVD_first_5,RRT_first_5,VD_5,D_5,MVEorVD_first_10,RRT_first_10,VD_10,D_10,MVEorVD_first_all,RRT_first_all,VD_all,D_all,LY,LY_disc,QALY,QALY_disc,cost_hosp,cost_hosp_disc,cost_tx,cost_tx_disc
all,0.168693581,0.407062945,0.051048715,0.199756801,0.261416706,0.63837564,0.10642812,0.407422612,0.384098794,0.877267251,0.270923423,0.905115922,13.90277153,9.995837018,11.1279908,8.032193004,92431.32527,70125.68755,5074.51161,3648.480511
