id,MVEorVD_first_5_C,RRT_first_5_C,VD_5_C,D_5_C,MVEorVD_first_10_C,RRT_first_10_C,VD_10_C,D_10_C,MVEorVD_first_all_C,RRT_first_all_C,VD_all_C,D_all_C,LY_C,LY_disc_C,QALY_C,QALY_disc_C,cost_hosp_C,cost_hosp_disc_C,cost_tx_C,cost_tx_disc_C,MVEorVD_first_5_T,RRT_first_5_T,VD_5_T,D_5_T,MVEorVD_first_10_T,RRT_first_10_T,VD_10_T,D_10_T,MVEorVD_first_all_T,RRT_first_all_T,VD_all_T,D_all_T,LY_T,LY_disc_T,QALY_T,QALY_disc_T,cost_hosp_T,cost_hosp_disc_T,cost_tx_T,cost_tx_disc_T,LY_inc,LY_inc_disc,QALY_inc,QALY_inc_disc,cost_hosp_inc,cost_hosp_inc_disc,cost_tx_inc,cost_tx_inc_disc,cost_total_inc,cost_total_inc_disc,cost_LY,cost_QALY,cost_LY_disc,cost_QALY_disc
all,0.183203606,0.409176441,0.056786975,0.204646684,0.279927616,0.643109236,0.117561238,0.414510172,0.405784814,0.883839891,0.291591187,0.90683559,13.76740847,9.911426217,11.02125842,7.964658207,88970.65074,67718.17854,0,0,0.168693581,0.407062945,0.051048715,0.199756801,0.261416706,0.63837564,0.10642812,0.407422612,0.384098794,0.877267251,0.270923423,0.905115922,13.90277153,9.995837018,11.1279908,8.032193004,89668.80268,68119.95921,5074.51161,3648.480511,0.135363064,0.0844108,0.106732372,0.067534796,698.1519351,401.780667,5074.51161,3648.480511,5772.663545,4050.261178,42645.78067,54085.40492,47982.73627,59972.95309
