id,MVEorVD_first_5_C,MVEorVD_first_5_C_l,MVEorVD_first_5_C_u,MVEorVD_first_10_C,MVEorVD_first_10_C_l,MVEorVD_first_10_C_u,MVEorVD_first_all_C,MVEorVD_first_all_C_l,MVEorVD_first_all_C_u,RRT_first_5_C,RRT_first_5_C_l,RRT_first_5_C_u,RRT_first_10_C,RRT_first_10_C_l,RRT_first_10_C_u,RRT_first_all_C,RRT_first_all_C_l,RRT_first_all_C_u,VD_5_C,VD_5_C_l,VD_5_C_u,VD_10_C,VD_10_C_l,VD_10_C_u,VD_all_C,VD_all_C_l,VD_all_C_u,D_5_C,D_5_C_l,D_5_C_u,D_10_C,D_10_C_l,D_10_C_u,D_all_C,D_all_C_l,D_all_C_u,LY_C,LY_C_l,LY_C_u,LY_disc_C,LY_disc_C_l,LY_disc_C_u,QALY_C,QALY_C_l,QALY_C_u,QALY_disc_C,QALY_disc_C_l,QALY_disc_C_u,cost_hosp_C,cost_hosp_C_l,cost_hosp_C_u,cost_hosp_disc_C,cost_hosp_disc_C_l,cost_hosp_disc_C_u,cost_tx_C,cost_tx_C_l,cost_tx_C_u,cost_tx_disc_C,cost_tx_disc_C_l,cost_tx_disc_C_u,MVEorVD_first_5_T,MVEorVD_first_5_T_l,MVEorVD_first_5_T_u,MVEorVD_first_10_T,MVEorVD_first_10_T_l,MVEorVD_first_10_T_u,MVEorVD_first_all_T,MVEorVD_first_all_T_l,MVEorVD_first_all_T_u,RRT_first_5_T,RRT_first_5_T_l,RRT_first_5_T_u,RRT_first_10_T,RRT_first_10_T_l,RRT_first_10_T_u,RRT_first_all_T,RRT_first_all_T_l,RRT_first_all_T_u,VD_5_T,VD_5_T_l,VD_5_T_u,VD_10_T,VD_10_T_l,VD_10_T_u,VD_all_T,VD_all_T_l,VD_all_T_u,D_5_T,D_5_T_l,D_5_T_u,D_10_T,D_10_T_l,D_10_T_u,D_all_T,D_all_T_l,D_all_T_u,LY_T,LY_T_l,LY_T_u,LY_disc_T,LY_disc_T_l,LY_disc_T_u,QALY_T,QALY_T_l,QALY_T_u,QALY_disc_T,QALY_disc_T_l,QALY_disc_T_u,cost_hosp_T,cost_hosp_T_l,cost_hosp_T_u,cost_hosp_disc_T,cost_hosp_disc_T_l,cost_hosp_disc_T_u,cost_tx_T,cost_tx_T_l,cost_tx_T_u,cost_tx_disc_T,cost_tx_disc_T_l,cost_tx_disc_T_u,LY_inc,LY_inc_l,LY_inc_u,LY_inc_disc,LY_inc_disc_l,LY_inc_disc_u,QALY_inc,QALY_inc_l,QALY_inc_u,QALY_inc_disc,QALY_inc_disc_l,QALY_inc_disc_u,cost_hosp_inc,cost_hosp_inc_l,cost_hosp_inc_u,cost_hosp_inc_disc,cost_hosp_inc_disc_l,cost_hosp_inc_disc_u,cost_tx_inc,cost_tx_inc_l,cost_tx_inc_u,cost_tx_inc_disc,cost_tx_inc_disc_l,cost_tx_inc_disc_u,cost_total_inc,cost_total_inc_l,cost_total_inc_u,cost_total_inc_disc,cost_total_inc_disc_l,cost_total_inc_disc_u,cost_LY,cost_LY_l,cost_LY_u,cost_QALY,cost_QALY_l,cost_QALY_u,cost_LY_disc,cost_LY_disc_l,cost_LY_disc_u,cost_QALY_disc,cost_QALY_disc_l,cost_QALY_disc_u
all,0.183203606,0.157054944,0.208339149,0.279927616,0.240883134,0.308580164,0.405784814,0.341451292,0.487683458,0.409176441,0.369146683,0.443877193,0.643109236,0.602745556,0.680049159,0.883839891,0.833555259,0.925079475,0.056786975,0.040776517,0.075182974,0.117561238,0.08508746,0.149389909,0.291591187,0.224037051,0.350471079,0.204646684,0.190015192,0.221758938,0.414510172,0.392815281,0.433485215,0.90683559,0.898011484,0.913058788,13.76740847,13.42333925,14.12978179,9.911426217,9.687914852,10.135951,11.02125842,10.60428847,11.18074264,7.964658207,7.680708129,8.048687201,88970.65074,83792.6531,95144.95587,67718.17854,64305.57394,71736.27944,0,0,0,0,0,0,0.168693581,0.132865432,0.18879532,0.261416706,0.21161317,0.293851415,0.384098794,0.303899404,0.457116123,0.407062945,0.364982197,0.441638459,0.63837564,0.595562664,0.674151206,0.877267251,0.821273543,0.916739126,0.051048715,0.035274438,0.069323564,0.10642812,0.076781219,0.136462405,0.270923423,0.203041812,0.331046685,0.199756801,0.185124505,0.215558561,0.407422612,0.386541633,0.425612014,0.905115922,0.896288951,0.911660896,13.90277153,13.58295323,14.25482726,9.995837018,9.790833932,10.22213806,11.1279908,10.74137416,11.2883816,8.032193004,7.743570876,8.114710426,89668.80268,84481.95769,95366.43863,68119.95921,64410.04397,71785.41823,5074.51161,4957.777931,5203.01195,3648.480511,3573.654385,3731.080391,0.135363064,0.02422996,0.267080617,0.0844108,0.014982522,0.166514454,0.106732372,0.030301812,0.21803206,0.067534796,0.019348806,0.138247204,698.1519351,-335.5714085,1433.380566,401.780667,-271.9219461,854.8533846,5074.51161,4957.777931,5203.01195,3648.480511,3573.654385,3731.080391,5772.663545,4709.242829,6499.383712,4050.261178,3373.678821,4477.653435,42645.78067,23099.10375,180612.0037,54085.40492,27674.54783,163490.2269,47982.73627,25454.01392,211070.4383,59972.95309,30138.95559,182549.8278
